10/17/01 	17/10/2001 
4.2.2.7 	4.2.2.7 . 
7.6.3 	7.6.3 . 
1,85 	1.85 
fccp 	pccf 
bdu 	bdus 
ccrc 	cpab 
pfc 	pfcs 
myserver 	mywebserver 
qatada 	qatadah 
0,73 	0.73 
nightdresses 	nightshirts 
macias 	macías 
4,78 	4.78 
9,43 	9.43 
inter-provincial 	interprovincial 
zakaria 	zakariya 
6.2.5 	6.2.5 . 
1/10 ,000 	1/10000 
csna 	scnc 
labid 	lapid 
2001-02 	2001-2002 
syilables 	syllables 
battuta 	batuta 
23,976 	23.976 
85,31 	85.31 
marxism 	marxist 
jpi 	ypi 
14,83 	14.83 
16,93 	16.93 
1947-1948 	1947-48 
2005/2101 	2006/2101 
25,68 	25.68 
26,900 	26900 
29,91 	29.91 
3,676 	3676 
30.07.1999 	30.7.1999 
39,64 	39.64 
47,70 	47.70 
8,693 	8693 
quebec 	québec 
qtl 	qtls 
11,53 	11.53 
11,63 	11.63 
ifmp 	ifmps 
3,85 	3.85 
saif 	seif 
6.2.2.1.1 	6.2.2.1.1 . 
raanan 	ranan 
7.7.1 	7.7.1 . 
6,78 	6.78 
66,25 	66.25 
anaesthetized 	anesthetized 
17,05 	17.05 
naguib 	najib 
2,95 	2.95 
2,92 	2.92 
2,83 	2.83 
52,05 	52.05 
peinan 	puyuma 
14.1.4 	14.1.4 . 
3,33 	3.33 
shibalba 	xibalba 
navarra 	navarre 
padme 	padmé 
maya 	mayan 
gothenburg 	göteborg 
bazner 	pazner 
9,37 	9.37 
c.r. 	q.c. 
1985-1987 	1985-87 
7,74 	7.74 
al-merghani 	al-mirghani 
al-sadr 	sadr 
darom 	daroum 
85,8 	85.8 
6,43 	6.43 
salome 	salomé 
1,86 	1.86 
6,99 	6.99 
ayash 	ayyash 
2,60 	2.60 
μs 	μsec 
1,53 	1.53 
rafik 	rafiq 
mansor 	mansur 
natanya 	netanya 
2,168 	2168 
guozhong 	kwok-chung 
-3,1 	-3.1 
archange 	archangel 
1,544 	1.544 
260,00 	260.00 
5,71 	5.71 
2011/03/31 	31/03/2011 
24,07 	24.07 
10,75 	10.75 
2,58 	2.58 
abenaki 	abenakis 
0,83 	0.83 
shaukat 	shawkat 
egcc 	egtc 
2,78 	2.78 
-1,4 	-1.4 
165,00 	165.00 
2002/960 	2008/960 
22,78 	22.78 
47,40 	47.40 
53,50 	53.50 
9,44 	9.44 
1,99 	1.99 
0,0 	0.0 
www.gov.ab.ca 	www.qov.ab.ca 
qorei 	qurei 
khaled 	khalid 
1,39 	1.39 
2,50 	2.50 
anti-virus 	antivirus 
3,048 	3048 
c-c 	c-rc 
12.4.1 	12.4.1 . 
trans-disciplinary 	transdisciplinary 
yen-ping 	yenping 
1958-1959 	1958-9 
4.2.2.2 	4.2.2.2 . 
ctap 	pfb 
ruskies 	russkies 
safir 	sfeir 
socio-demographic 	sociodemographic 
1,71 	1.71 
che-cheung 	zhixiang 
1980-1981 	1980-81 
baghram 	bagram 
non-linear 	nonlinear 
chinanews 	chinanews.com 
14,76 	14.76 
20/9 	9/20 
memu 	memus 
ihrt 	ihrts 
1,59 	1.59 
hml 	lsh 
sahor 	sahur 
behrooz 	berous 
haemorrhagic 	hemorrhagic 
3,65 	3.65 
1,00 	1.00 
6.1.4 	6.1.4 . 
2.2.2.2 	2.2.2.2 . 
6.1.6.1 	6.1.6.1 . 
asymmetric 	asymmetrical 
reykjavik 	reykjavík 
250,00 	250.00 
22/12/2001 	8/11/2001 
12,48 	12.48 
5,75 	5.75 
18.12.2003 	18/12/2003 
41,30 	41.30 
7,70 	7.70 
99,0 	99.0 
pre-create 	precreate 
0,55 	0.55 
3,99 	3.99 
non-clinical 	nonclinical 
sub-categories 	subcategories 
dangerous 	hazardous 
raouf 	rauf 
0,100 	0.100 
0,150 	0.150 
daughter 	girl 
flec 	lfec 
0,46 	0.46 
sagit 	sagits 
` orléans 	orléans 
arms 	weapons 
logouale 	logoualé 
8,41 	8.41 
1911-12 	1911-1912 
7,83 	7.83 
7,80 	7.80 
1981/40 	1982/20 
120,00 	120.00 
udimm 	udimms 
7.7.2 	7.7.2 . 
26,40 	26.40 
cyclic 	cyclical 
guarani 	guaraní 
cppi 	icpp 
0,225 	0.225 
lotfi 	lutfi 
rashayya 	rashia 
4,061 	4061 
ebsm 	ebsms 
grani 	granic 
lro 	lros 
-1,1 	-1.1 
11,26 	11.26 
1949,8 	19498 
29.5.1997 	29/05/1997 
3,954 	3954 
3,996 	3996 
36,50 	36.50 
40,80 	40.80 
5.12.1998 	5.12.98 
8,73 	8.73 
hajem 	hajim 
- handei 	- handel 
leonidas 	léonidas 
kalig 	kallg 
3,94 	3.94 
96,8 	96.8 
cftc 	tcrc 
14,57 	14.57 
4.2.9 	4.2.9 . 
dpsc 	mhpd 
4.2.2.5 	4.2.2.5 . 
9,87 	9.87 
` sullivan 	sullivan 
1,97 	1.97 
5.3.2.2.1 	5.3.2.2.1 . 
-1,9 	-1.9 
losiukov 	losyukov 
4,59 	4.59 
busan 	pusan 
tartous 	tartus 
jonquiere 	jonquière 
1,88 	1.88 
12,57 	12.57 
5,94 	5.94 
dirham 	dirhams 
epp-ed 	ppe-de 
haemoglobin 	hemoglobin 
inter-sessional 	intersessional 
8,83 	8.83 
4,73 	4.73 
naive 	naïve 
cross-century 	trans-century 
aleksandrovich 	alexandrovitch 
photo-oxidation 	photooxidation 
` souza 	souza 
rahbaam 	rehavam 
0,95 	0.95 
deleg 	delek 
3,947 	3947 
9,52 	9.52 
1.1.3.3 	1.1.3.3 . 
11,87 	11.87 
133,42 	133.42 
15,51 	15.51 
15,94 	15.94 
17,98 	17.98 
18,64 	18.64 
27,78 	27.78 
30,30 	30.30 
54,25 	54.25 
54,93 	54.93 
68,58 	68.58 
analyzer-application 	analyzerapplication 
kourbachi 	kurbashi 
marzouk 	marzouq 
4,48 	4.48 
2,76 	2.76 
3,59 	3.59 
3.2.2.2 	3.2.2.2 . 
6,70 	6.70 
sobhi 	subhi 
ejb 	ejbs 
4,67 	4.67 
apulia 	puglia 
tele-shopping 	teleshopping 
2.2.1.1 	2.2.1.1 . 
5,74 	5.74 
umit 	ümit 
36,00 	36.00 
3,96 	3.96 
analysers 	analyzers 
chung-hee 	jung-hee 
chun-ming 	junming 
29,00 	29.00 
bto 	obt 
8,91 	8.91 
8,60 	8.60 
laden 	ladin 
michalevic 	mikhalevich 
marousia 	marusya 
5.4.4 	5.4.4 . 
macao 	macau 
1,83 	1.83 
7,41 	7.41 
dp 	rfp 
2,00 	2.00 
0,500 	0.500 
64,1 	64.1 
2009-10 	2009-2010 
sub-sample 	subsample 
6.1.5 	6.1.5 . 
benjamin 	binyamin 
3,951 	3951 
932-3793 	991-6726 
5.2.1 	5.2.1 . 
3,87 	3.87 
ballistas 	catapults 
moustache 	mustache 
13,75 	13.75 
huron-wendat 	huronne-wendat 
9,71 	9.71 
1078 	1994/1078 
point-corp 	pointcorp 
05/02/2006 	07/31/2006 
06/2 	07/2 
100,2 	100.2 
20.01.2006 	20.1.2006 
249,6 	249.6 
5,565 	5565 
citr 	ctri 
42,50 	42.50 
6.2.1.1 	6.2.1.1 . 
hawker 	hawkers 
6.4.6 	6.4.6 . 
11,29 	11.29 
3,73 	3.73 
91,0 	91.0 
hot-plug 	hot-pluggable 
moasher 	muasher 
faecal 	fecal 
multi-sport 	multisport 
49,50 	49.50 
2,88 	2.88 
31.05.2002 	31.5.2002 
2,04 	2.04 
4.4.2 	4.4.2 . 
1,66 	1.66 
6.3.2.1 	6.3.2.1 . 
ahmadi 	ahmedi 
13,27 	13.27 
walaikum 	waleikum 
eitan 	eytan 
kfn 	pnk 
self-diagnosis 	self-diagnostic 
0,075 	0.075 
haemolymph 	hemolymph 
3.1.2.5 	3.1.2.5 . 
davo 	davus 
17,32 	17.32 
eodp 	wdp 
mohsen 	muhsin 
3,875 	3875 
39,0 	39.0 
6.2.2.2 	6.2.2.2 . 
fish-eating 	piscivorous 
2.3.3.3 	2.3.3.3 . 
205,00 	205.00 
al-balah 	el-balah 
5.7.1 	5.7.1 . 
0049 	963-0049 
al-areidi 	al-aridi 
altavista.com 	msmt.cz 
10,80 	10.80 
sub-munitions 	submunitions 
1,41 	1.41 
vec 	vecs 
dominguez 	domínguez 
nhp 	nhps 
tube-wells 	tubewells 
rohani 	rowhani 
bi-national 	binational 
4,38 	4.38 
assessment 	evaluation 
ct 	tc 
4.3.2.2.1 	4.3.2.2.1 . 
2,98 	2.98 
0,45 	0.45 
1,49 	1.49 
4,75 	4.75 
chatila 	shatila 
anatolia 	anatolian 
2.10.2 	2.10.2 . 
mbit 	mbits 
sediment 	sediments 
5,08 	5.08 
2,49 	2.49 
antistatic 	static-free 
1,70 	1.70 
sulfuric 	sulphuric 
5,61 	5.61 
carn 	cbie 
irsheid 	irshid 
franco-manitobaine 	franco-manitoban 
2,81 	2.81 
1,29 	1.29 
2,40 	2.40 
1.2.6 	1.2.6 . 
3.9.2 	3.9.2 . 
30.06.2003 	30.6.2003 
1,81 	1.81 
21,33 	21.33 
5,676 	5676 
66,1 	66.1 
69,9 	69.9 
3,78 	3.78 
agc 	mco 
fcb 	fwb 
5.2.1.29.2 	5.2.1.29.2 . 
nwa 	nwas 
massbudget 	massbudgets 
5,67 	5.67 
2,79 	2.79 
6,00 	6.00 
3,42 	3.42 
raghad 	raghd 
bcg 	ocg 
hand-holds 	handholds 
2.2.2.4 	2.2.2.4 . 
senorita 	señorita 
12/03/2008 	2008/03/12 
tamaduch 	tommasuccio 
3,63 	3.63 
polio 	poliomyelitis 
bahgat 	bahjat 
non-timber 	non-wood 
chorti 	chortis 
1,69 	1.69 
2,73 	2.73 
resp 	resps 
2,87 	2.87 
cilantro 	coriander 
21,83 	21.83 
al-sistani 	sistani 
20/05/2008 	2008/05/20 
2393 	2394 
3,58 	3.58 
al-khudeira 	hadera 
brosme 	cusk 
avila 	ávila 
8,51 	8.51 
ddm 	mdd 
5,090 	5090 
3,64 	3.64 
euridice 	eurydice 
yanukovich 	yanukovych 
128,4 	128.4 
1921-1922 	1921-22 
3,48 	3.48 
barg 	rgbb 
117,00 	117.00 
mrl 	mrls 
antoine 	antony 
8,67 	8.67 
shinuiju 	sinuiju 
46,9 	46.9 
1981-1982 	1981-82 
isotope 	isotopic 
1,62 	1.62 
al-jalabi 	chalabi 
karbala 	kerbala 
qst 	tvq 
5,76 	5.76 
3,32 	3.32 
0,75 	0.75 
2.3.9 	2.3.9 . 
halfiing 	halfling 
quadrupolar 	quadrupole 
10,000:1 	10000:1 
10,72 	10.72 
12,33 	12.33 
12,58 	12.58 
3,958 	3958 
wen-hui 	wenhui 
2004-05 	2004-2005 
7,78 	7.78 
2,65 	2.65 
thrace 	thracian 
4,89 	4.89 
soekarnoputri 	sukarnoputri 
7.4.3.3.1 	7.4.3.3.1 . 
azahari 	azhari 
4.3.1.1 	4.3.1.1 . 
` acadie 	acadie 
bde 	bdes 
cqs 	qcc 
1,60 	1.60 
3,74 	3.74 
geometric 	geometrical 
1979-1980 	1979-80 
8,50 	8.50 
al-wazzani 	wazzani 
5.7.2 	5.7.2 . 
antibodies 	antibody 
hamed 	hamid 
flus 	ulf 
6,663 	6663 
19,75 	19.75 
28,97 	28.97 
402,000 	402000 
9.2.3.7 	9.3.2.7 
hamza 	hamzah 
kiev 	kyiv 
5.5.3 	5.5.3 . 
fmig 	fmigs 
3,69 	3.69 
2005/07/14 	2006/05/04 
jrcc 	jrccs 
2,154 	2154 
xinca 	xinka 
4,32 	4.32 
rajab 	recep 
10,95 	10.95 
17,72 	17.72 
1998/01/08 	1998/01/19 
26,83 	26.83 
3,49 	3.49 
3,681 	3681 
3,764 	3764 
3,882 	3882 
3/1988 	3/1998 
4,570 	4570 
5,362 	5362 
6,297 	6297 
ji-won 	jie-won 
tair 	tayr 
1,92 	1.92 
1.2.1.1 	1.2.1.1 . 
110,00 	110.00 
sheba 	shebaa 
sabaawi 	sabawi 
25,05 	25.05 
-2,6 	-2.6 
zakinthos 	zakynthos 
1,47 	1.47 
eugenie 	eugénie 
` argo 	argo 
17,09 	17.09 
3-3783 	3.3783 
beeper 	buzzer 
www.bankofcanada.ca 	www.banqueducanada.ca 
1,48 	1.48 
613-948-4623 	948-4623 
243,84 	243.84 
2008/03/27 	27/03/2008 
6.3.1.1 	6.3.1.1 . 
10.11.1997 	10/11/1997 
1957-1958 	1957-58 
gtm 	jwg 
china-tajikistan 	sino-tajik 
super-state 	superstate 
5,52 	5.52 
3.3.2.1 	3.3.2.1 . 
dadah 	daddah 
crematoria 	crematorium 
vautor 	vulture 
ladp 	ppl 
10,63 	10.63 
4.2.2.6 	4.2.2.6 . 
6,87 	6.87 
pre-session 	pre-sessional 
19.992 	19992 
bromide 	methyl 
sub-group 	subgroup 
al-zarqawi 	zarqawi 
goguryeo 	goguryo 
6,93 	6.93 
non-refundable 	non-repayable 
3,50 	3.50 
2006-07 	2006-2007 
90,00 	90.00 
5,328 	5328 
pdu 	pdus 
2014-15 	2014-2015 
ppt 	tpp 
vilvoorde 	vilvorde 
jettou 	jitou 
shangil 	tobayi 
theoneste 	théoneste 
gotti 	gutti 
abdel 	abdul 
soha 	suha 
cgi 	fmi 
3,44 	3.44 
1,02 	1.02 
` leh 	leh 
0,065 	0.065 
268,5 	268.5 
349,000 	349.000 
38,09 	38.09 
7.4.1.1 	7.4.1.1 . 
gorni 	vakuf 
autoextend 	autoextending 
presov 	prešov 
memphremagog 	memphrémagog 
shu-chen 	shuzhen 
deagol 	déagol 
jazairy 	jazaïry 
96,5 	96.5 
8,04 	8.04 
nejad 	nijad 
boxiong 	poh-hsiung 
corn 	maize 
9,07 	9.07 
4.2.12 	4.2.12 . 
80,00 	80.00 
12,28 	12.28 
ippp 	pdap 
hutu 	hutus 
4.2.11 	4.2.11 . 
3.2.3.2 	3.2.3.2 . 
12/06/2008 	2008/06/12 
5,89 	5.89 
6,79 	6.79 
9,57 	9.57 
badu 	nartey 
0,05 	0.05 
nuremberg 	nürnberg 
0,92 	0.92 
altitudinal 	elevational 
sub-tab 	subtab 
emad 	imad 
0,72 	0.72 
qablan 	qublan 
cacp 	cfca 
chickenpox 	varicella 
kayak 	kayaking 
2,08 	2.08 
mrs. 	ms. 
whiskey 	whisky 
pluralist 	pluralistic 
a-bian 	ah-bian 
farouq 	faruq 
6,08 	6.08 
kempenfelt.ca 	rivaloffice.com 
stock-recruit 	stock-recruitment 
inter-territorial 	interterritorial 
m.m.v. 	mmv 
moumia 	mumia 
7.4.6 	7.4.6 . 
9346 	963-9346 
sx4 	sx5 
' ę 	ę 
yu-feng 	yufeng 
unfa 	unfsa 
pharmacologic 	pharmacological 
3,07 	3.07 
coolant 	refrigerant 
replan 	replanning 
co-morbidity 	comorbidity 
post-natal 	postnatal 
anemia 	anemia 
double-headed 	two-headed 
sub-samples 	subsamples 
83,15 	83.15 
caq 	qac 
elena 	helena 
sulfide 	sulphide 
1,77 	1.77 
4,47 	4.47 
5,00 	5.00 
cta-a 	cta-as 
5,84 	5.84 
kyrgyzpatent 	kyrgzpatent 
vasilievich 	vassilyevich 
4,77 	4.77 
1,79 	1.79 
moawad 	muawwad 
10,09 	10.09 
13:46 	14:01 
53123 	599.99 
6,170 	6170 
leargas.ie 	om.gov.hu 
marseille 	marseilles 
300,00 	300.00 
fiords 	fjords 
78,2 	78.2 
0,25 	0.25 
color 	color 
05/2006 	2006-05 
1984-1987 	1984-87 
4.6.2 	4.6.2 . 
1,810 	1,810.0 
14,36 	14.36 
93,3 	93.3 
larigani 	larijani 
al-jaafari 	jaafari 
cross-domain 	interdomain 
achi 	dcis 
pnts 	vcn 
1,76 	1.76 
serotypes 	serovars 
50,8 	50.8 
4,70 	4.70 
daemon 	dæmon 
1,89 	1.89 
anodised 	anodized 
larrain 	larraín 
1,64 	1.64 
7,91 	7.91 
2,94 	2.94 
5,62 	5.62 
orpex 	orpexs 
3,86 	3.86 
66,3 	66.3 
civil 	civilian 
yuan-tseh 	yuanzhe 
1,014 	1.014 
14,80 	14.80 
2007/0200 	2007/0201 
5,286 	5286 
84,50 	84.50 
hannover 	hanover 
post-censal 	postcensal 
15,60 	15.60 
al-baaz 	al-baz 
5,50 	5.50 
` aquin 	aquin 
7,50 	7.50 
carc 	rktc 
heat-labile 	thermolabile 
grandma 	grandmother 
hafez 	hafiz 
4,52 	4.52 
9.4.1 	9.4.1 . 
400e 	400th 
magli 	majli 
12,61 	12.61 
58-212 	598-2 
97,3 	97.3 
fouad 	fuad 
sub-groups 	subgroups 
5,785 	5785 
counter-cyclical 	countercyclical 
al-ahmad 	al-ahmed 
saint-malo 	st-malo 
5,59 	5.59 
loci 	locus 
soo-young 	xiuying 
1,259 	1.259 
6,81 	6.81 
5.4.5 	5.4.5 . 
ccpc 	ccpcs 
hematologic 	hematological 
hajm 	hazm 
sulphur-free 	zero-sulphur 
bod 	dbo 
5.11 	5.11 . 
8,08 	8.08 
dpsr 	espa 
09/06/2008 	2008/06/09 
10,41 	10.41 
26,29 	26.29 
29,05 	29.05 
7,484 	7484 
7,66 	7.66 
7,674 	7674 
eötvös 	loránd 
3205 	3355 
8,96 	8.96 
english-french 	french-english 
vertebrate 	vertebrates 
-2,9 	-2.9 
yasin 	yassin 
3,04 	3.04 
4,81 	4.81 
5.1.2.2 	5.1.2.2 . 
25,475 	25475 
daes 	desa 
dpsp 	dpsps 
3,66 	3.66 
chih-chung 	zhizhong 
hfc 	hfcs 
hersh 	hirsh 
7,25 	7.25 
14.06.2005 	14.6.2005 
19/06/2008 	2008/06/19 
48,06 	48.06 
muskox 	muskoxen 
bogota 	bogotá 
5,85 	5.85 
pcb 	pcbs 
gulu 	jolo 
` hanlon 	hanlon 
inter-pandemic 	interpandemic 
bakar 	bakr 
qresd 	resd 
2,945 	2945 
220,00 	220.00 
27/06/1968 	28/04/1969 
3415 	40300591 
erms 	sae 
toscana 	tuscany 
3.3.1.1 	3.3.1.1 . 
diala 	diyala 
carburetor 	carburettor 
3,36 	3.36 
vlan 	vlans 
ntm 	tmn 
1.2.2 	1.2.2 . 
jeddah 	jiddah 
2,56 	2.56 
electric 	electrical 
cross-member 	crossmember 
ibet 	ibets 
-4,1 	-4.1 
karroubi 	karrubi 
15,75 	15.75 
2,64 	2.64 
gholam 	ghulam 
multiplexer 	multiplexor 
inti 	nrti 
deionised 	deionized 
nfb.ca 	onf.ca 
2.1.1.6 	2.1.1.6 . 
2.4.3.2 	2.4.3.2 . 
46,6 	46.6 
2,68 	2.68 
mojaddedi 	mujadadi 
1983-1984 	1983-84 
cmh 	shl 
father-in-law 	stepfather 
potoari 	potocari 
2,57 	2.57 
retighten 	retorque 
9.23 	9.23 . 
1,43 	1.43 
hutanova 	hutanová 
jsp 	jsps 
4.2.17 	4.2.17 . 
7,57 	7.57 
8,34 	8.34 
86,00 	86.00 
92,0 	92.0 
non-communicable 	noncommunicable 
pqp 	rpq 
cezanne 	cézanne 
0.249 	942.0 
10.10.2002 	10/10/2002 
14,53 	14.53 
14,63 	14.63 
5.3.3.2 	5.3.3.2 . 
declaration 	statement 
abqaiq 	abqiq 
2,44 	2.44 
sepulveda 	sepúlveda 
miyazaki 	mlyazaki 
` shea 	shea 
2002/1064 	2002/10641 
bingkun 	pin-kung 
grandfather 	grandpa 
eilat 	elat 
119th 	one-hundred-and-nineteenth 
pvlan 	pvlans 
akira 	aklra 
tonnes 	tons 
dpd 	dpo 
rifampicin 	rifampin 
fij 	ifj 
lombardia 	lombardy 
2008-08-01 	2008-08-02 
low-res 	low-resolution 
boxiong 	po-hsiung 
miz 	zim 
pspa 	pspas 
khalif 	kholaif 
refraction 	refractive 
1,796 	1,796,144 
5,359 	5359 
kandeel 	qandil 
20/06/2008 	2008/06/20 
magdi 	majdi 
10,73 	10.73 
maaouya 	mouaouya 
al-qadesiya 	al-qadisiya 
42,6 	42.6 
1,04 	1.04 
videotron 	vidéotron 
2,63 	2.63 
0,035 	0.035 
1,58 	1.58 
3,28 	3.28 
www.cihr.gc.ca 	www.irsc.gc.ca 
freeze-drying 	lyophilization 
gelatin 	gelatine 
randomisation 	randomization 
stihr 	stihrs 
2003-06-16 	2003-06-17 
1,800.0 	1800.0 
7,209 	7209 
5,70 	5.70 
enev 	enevs 
guilin 	kweilin 
cnss 	nbsc 
` brien 	brien 
estremadura 	extremadura 
1,42 	1.42 
14,70 	14.70 
3,80 	3.80 
4.2.3.1 	4.2.3.1 . 
multi-religious 	multireligious 
08:04 	11:14 
114,6 	114.6 
12,53 	12.53 
17,99 	17.99 
349,000 	349000 
7,99 	7.99 
91,00 	91.00 
48/18 	4818 
non-parametric 	nonparametric 
20,0 	20.0 
1,03 	1.03 
non-adjacent 	nonadjacent 
1,56 	1.56 
cedo 	cedos 
4,920 	4920 
abdelkhalek 	abdulkhalek 
ghareb 	ghraib 
14,81 	14.81 
15,73 	15.73 
77,55 	77.55 
ilec 	ilecs 
5.6.2 	5.6.2 . 
sub-file 	subfile 
32,00 	32.00 
pah 	pahs 
3,56 	3.56 
12,54 	12.54 
ehab 	ihab 
1,54 	1.54 
powder-coated 	powdercoated 
lebowski 	lebowskl 
1,75 	1.75 
haemocytes 	hemocytes 
8,00 	8.00 
18,45 	18.45 
2.10.3 	2.10.3 . 
1,61 	1.61 
2,05 	2.05 
3.6.2 	3.6.2 . 
acmc 	afmc 
-1,3 	-1.3 
4,00 	4.00 
qalqilia 	qalqilya 
6,50 	6.50 
hankou 	hankow 
hoon 	hun 
cndhl 	nchrf 
evangeline 	évangéline 
zahla 	zahlah 
2,61 	2.61 
anatoli 	anatoly 
geo-strategic 	geostrategic 
pbde 	pbdes 
dio 	oid 
tome 	tomé 
al-maghazi 	al-mughazi 
85k 	85kb 
pick-to-order 	pto 
bepg 	bepgs 
anti-glare 	antiglare 
2.4.3.1 	2.4.3.1 . 
mail.gov.mu 	yahoo.com.br 
2,54 	2.54 
71,3 	71.3 
39,4 	39.4 
2.2.1.3 	2.2.1.3 . 
cadiz 	cádiz 
` ina 	ina 
lahoud 	lahud 
22,50 	22.50 
3,890 	3890 
afula 	al-afoula 
yoshida 	yoshlda 
4,08 	4.08 
56,2 	56.2 
2,82 	2.82 
al-murr 	murr 
statistical 	statistics 
prtr 	prtrs 
bora 	borah 
elastic-plastic 	elastoplastic 
51,05 	51.05 
83,71 	83.71 
1,32 	1.32 
doo-ri 	du-ri 
1960-1961 	1960-61 
1,445 	1.445 
4-socket 	four-socket 
rechargeable 	refillable 
un-stick 	unstick 
1,72 	1.72 
diarrhea 	diarrhoea 
north 	northern 
9.4.3.5 	9.4.3.5 . 
1915-16 	1915-1916 
2.9.2 	2.9.2 . 
dual-node 	two-node 
counter-productive 	counterproductive 
moee 	omee 
sjc 	sjcsr 
menya 	minya 
3,09 	3.09 
sealant 	sealer 
caesar 	césar 
168,0 	168.0 
19.01.2001 	19.1.2001 
2,658 	2658 
3,877 	3877 
-8,5 	-8.5 
1,94 	1.94 
5.7.3 	5.7.3 . 
6,61 	6.61 
alouette 	horned 
2.648 	5,83 
7.6.3.1 	7.6.3.1 . 
fbi 	fbl 
2.2.2 	2.2.2 . 
11-2006 	112006 
37,1 	37.1 
ski 	skiing 
25,00 	25.00 
intelligent 	smart 
non-condensing 	noncondensing 
grayscale 	greyscale 
abul-oyoon 	abul-oyoun 
neuroscience 	neurosciences 
re-certification 	recertification 
clotting 	coagulation 
rücker 	rűcker 
labyrinth 	maze 
labelers 	labellers 
sub-criteria 	subcriteria 
gueckedou 	guéckédou 
china-vietnam 	sino-vietnamese 
jabalia 	jabalya 
lau 	liu 
cpsa 	psac 
9.4.2 	9.4.2 . 
dostum 	doustom 
4,125 	4125 
efendi 	effendi 
1,95 	1.95 
detlev 	detleve 
1,73 	1.73 
rrsp 	rrsps 
75,6 	75.6 
88,9 	88.9 
multi-disciplinary 	multidisciplinary 
6.3.1.2 	6.3.1.2 . 
3,84 	3.84 
4.2.15 	4.2.15 . 
medhat 	midhat 
al-sahaf 	al-sahhaf 
cabling 	wiring 
menchu 	menchú 
pstd 	pvp 
1,46 	1.46 
dougall 	roseate 
hambali 	hanbali 
1994/211 	1994/212 
20,25 	20.25 
22,22 	22.22 
25,66 	25.66 
30.03.1998 	30.3.1998 
392-8098 	8098 
4,035 	4035 
40,35 	40.35 
5,765 	5765 
5/30/01 	5/31/01 
6,59 	6.59 
` againn 	againn 
bjorling 	björling 
6.3.2.4 	6.3.2.4 . 
1,44 	1.44 
al-qasem 	al-qasim 
al-qasem 	al-qassem 
afac 	nwac 
klaipeda 	klaipėda 
cedric 	cédric 
gbic 	gbics 
topographic 	topographical 
4.6.1 	4.6.1 . 
psic 	pstc 
ict 	icts 
74,8 	74.8 
ael 	eyl 
hoshiar 	hoshyar 
98,5 	98.5 
kisofim 	kissufim 
1.7.4 	1.7.4 . 
31,25 	31.25 
7,08 	7.08 
4,42 	4.42 
bosphorus 	bosporus 
mahmoud 	mahmud 
preinstall 	preinstalling 
al-helwa 	el-helwa 
on-line 	online 
co-production 	coproduction 
mostafa 	mustafa 
13.4.1 	13.4.1 . 
2,71 	2.71 
chan 	chen 
1993/15 	93/15 
ssri 	ssris 
sub-clinical 	subclinical 
7.4.2 	7.4.2 . 
58,9 	58.9 
3,00 	3.00 
7,62 	7.62 
aiu 	isocarp 
148,5 	148.5 
15/04/2008 	2008/04/15 
17,43 	17.43 
4.2.1.7 	4.3.2.1.7 
sub-category 	subcategory 
balochistan 	baluchistan 
109,5 	109.5 
gpo 	gpos 
alias 	aliases 
focker 	fockers 
palaeontological 	paleontological 
6,52 	6.52 
1,06 	1.06 
6,95 	6.95 
1,96 	1.96 
17,65 	17.65 
sub-committee 	subcommittee 
zahri 	zuhri 
al-tameemi 	al-tamimi 
3,71 	3.71 
2,27 	2.27 
1,67 	1.67 
lsvcc 	lsvccs 
lithologic 	lithological 
` hara 	hara 
18,700 	18700 
4,371 	4771 
bolt 	screw 
19,39 	19.39 
2002-2003 ,2 	2002-20032 
3,641 	3641 
4.2.4.2.1 	4.2.4.2.1 . 
7.6.5.6.1.1 	7.6.5.6.1.1 . 
7.8.0.1012 	8.6.0.1007 
` amato 	amato 
safety 	security 
assiut 	asyut 
al-asad 	al-assad 
prr 	rrp 
under-represented 	underrepresented 
psycho-social 	psychosocial 
1984-1989 	1984-89 
57,00 	57.00 
giz 	gizmo 
4.2.20 	4.2.20 . 
hematology 	hematology 
` zac 	zac 
side-car 	sidecar 
adn 	dna 
5,83 	5.83 
63,5 	63.5 
66,00 	66.00 
monomer 	monomeric 
2,55 	2.55 
al-barazani 	al-barzani 
bourgogne 	burgundy 
8,06 	8.06 
1,24 	1.24 
1,63 	1.63 
valiena 	vilena 
7,81 	7.81 
inq 	nqi 
1997-1998 	1997-98 
2,99 	2.99 
9,02 	9.02 
touz 	toz 
al-ghamdi 	alghamdi 
cdc 	dcc 
5,98 	5.98 
ceip 	cipe 
cardenas 	cárdenas 
couch 	sofa 
2,875 	2875 
6,51 	6.51 
5.8.1 	5.8.1 . 
` patmos 	patmos 
0,1 	0.1 
nanahara 	shuya 
ching-yun 	qingyun 
gwangju 	kwangju 
cwm 	mcg 
disc 	disk 
2320 	963-2320 
dqg 	hw 
hata 	hatta 
` eon 	eon 
1,026 	1.026 
noc 	nocs 
1,26 	1.26 
dsp 	dsps 
1,08 	1.08 
11,34 	11.34 
esn 	nge 
2002/03 -04 / 05 	2002/03 -2004 / 05 
buyer 	purchaser 
post-doctoral 	postdoctoral 
cosepac 	cosewic 
vasiliyevich 	vassilyevich 
3.2.2 	3.2.2 . 
15,61 	15.61 
2.191 	2191 
r.s.y. 	rsy 
10-2007 	102007 
4,36 	4.36 
igp 	pgi 
transaction-by-transaction 	transaction-to-transaction 
